KEY	Population.x	name.x	Parent.x	Count.x	ParentCount.x	METRIC.x	GATE.x	QC.x	Panel.x	PDF.x	FlaggedSample.x	MACHINE.x	RealAutoParent.x	Manual.x	Merge.x	freq_lymph.x	freqParent.x	freq_PBMC.x	Population.y	name.y	Parent.y	Count.y	ParentCount.y	METRIC.y	GATE.y	QC.y	Panel.y	PDF.y	FlaggedSample.y	MACHINE.y	TEMPLATE_FILE_USED	RealAutoParent.y	Manual.y	Merge.y	freq_lymph.y	freqParent.y	freq_PBMC.y	TEMPLATE_FILE_USEDTRIM	DIFF
2017-01-30_PANEL 1_DHS_Group one_F1652575_011.fcsIgD-CD27+panel1BcellsLSRIgD- memory Bcells (CD27+)	IgD-CD27+	2017-01-30_PANEL 1_DHS_Group one_F1652575_011.fcs	Bcells	345	8432	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_14/gate_plots7.pdf	FALSE	LSR	Bcells	IgD- memory Bcells (CD27+)	IgD-CD27+_2017-01-30_PANEL 1_DHS_Group one_F1652575_011.fcs	0.00157257788818743	0.040915559772296	NA	IgD-CD27+	2017-01-30_PANEL 1_DHS_Group one_F1652575_011.fcs	Bcells	653	8451	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_13/gate_plots21.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	Bcells	IgD- memory Bcells (CD27+)	IgD-CD27+_2017-01-30_PANEL 1_DHS_Group one_F1652575_011.fcs	0.00297944955467952	0.0772689622529878	NA	lymph.LSR.f	0.0363534024806918
2017-01-30_PANEL 1_DHS_Group one_F1652575_011.fcsIgD+CD27-panel1BcellsLSRnaive Bcells (CD27- IgD+)	IgD+CD27-	2017-01-30_PANEL 1_DHS_Group one_F1652575_011.fcs	Bcells	6795	8432	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_14/gate_plots7.pdf	FALSE	LSR	Bcells	naive Bcells (CD27- IgD+)	IgD+CD27-_2017-01-30_PANEL 1_DHS_Group one_F1652575_011.fcs	0.0309729471021264	0.805858633776091	NA	IgD+CD27-	2017-01-30_PANEL 1_DHS_Group one_F1652575_011.fcs	Bcells	6492	8451	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_13/gate_plots21.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	Bcells	naive Bcells (CD27- IgD+)	IgD+CD27-_2017-01-30_PANEL 1_DHS_Group one_F1652575_011.fcs	0.0296211125711783	0.768193113241037	NA	lymph.LSR.f	0.037665520535054
2017-01-30_PANEL 1_DHS_Group one_F1652575_011.fcsIgD+CD27+panel1BcellsLSRIgD+ memory Bcells (CD27+)	IgD+CD27+	2017-01-30_PANEL 1_DHS_Group one_F1652575_011.fcs	Bcells	998	8432	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_14/gate_plots7.pdf	FALSE	LSR	Bcells	IgD+ memory Bcells (CD27+)	IgD+CD27+_2017-01-30_PANEL 1_DHS_Group one_F1652575_011.fcs	0.00454908038380017	0.118358633776091	NA	IgD+CD27+	2017-01-30_PANEL 1_DHS_Group one_F1652575_011.fcs	Bcells	693	8451	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_13/gate_plots21.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	Bcells	IgD+ memory Bcells (CD27+)	IgD+CD27+_2017-01-30_PANEL 1_DHS_Group one_F1652575_011.fcs	0.0031619579500657	0.0820021299254526	NA	lymph.LSR.f	0.0363565038506384
2017-02-03_PANEL 1_HB_group two_F1652220_026.fcsIgD-CD27+panel1BcellsFORTESSAIgD- memory Bcells (CD27+)	IgD-CD27+	2017-02-03_PANEL 1_HB_group two_F1652220_026.fcs	Bcells	3761	13928	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_13/gate_plots2.pdf	FALSE	FORTESSA	Bcells	IgD- memory Bcells (CD27+)	IgD-CD27+_2017-02-03_PANEL 1_HB_group two_F1652220_026.fcs	0.010619344091031	0.270031591039632	NA	IgD-CD27+	2017-02-03_PANEL 1_HB_group two_F1652220_026.fcs	Bcells	2883	13962	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_11/gate_plots26.pdf	FALSE	FORTESSA	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_11/lymph.dev.FORTESSA.f.txt	Bcells	IgD- memory Bcells (CD27+)	IgD-CD27+_2017-02-03_PANEL 1_HB_group two_F1652220_026.fcs	0.00813173237207964	0.206489041684572	NA	lymph.FORTESSA.f	0.06354254935506
2017-02-03_PANEL 1_HB_group two_F1652220_026.fcsIgD+CD27+panel1BcellsFORTESSAIgD+ memory Bcells (CD27+)	IgD+CD27+	2017-02-03_PANEL 1_HB_group two_F1652220_026.fcs	Bcells	4665	13928	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_13/gate_plots2.pdf	FALSE	FORTESSA	Bcells	IgD+ memory Bcells (CD27+)	IgD+CD27+_2017-02-03_PANEL 1_HB_group two_F1652220_026.fcs	0.0131718266909491	0.334936817920735	NA	IgD+CD27+	2017-02-03_PANEL 1_HB_group two_F1652220_026.fcs	Bcells	5566	13962	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_11/gate_plots26.pdf	FALSE	FORTESSA	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_11/lymph.dev.FORTESSA.f.txt	Bcells	IgD+ memory Bcells (CD27+)	IgD+CD27+_2017-02-03_PANEL 1_HB_group two_F1652220_026.fcs	0.0156993487280594	0.398653488038963	NA	lymph.FORTESSA.f	0.063716670118228
2017-02-14_PANEL 1_DHS_group one_F1635664_016.fcsIgD-CD27+panel1BcellsFORTESSAIgD- memory Bcells (CD27+)	IgD-CD27+	2017-02-14_PANEL 1_DHS_group one_F1635664_016.fcs	Bcells	862	7950	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_12/gate_plots4.pdf	FALSE	FORTESSA	Bcells	IgD- memory Bcells (CD27+)	IgD-CD27+_2017-02-14_PANEL 1_DHS_group one_F1635664_016.fcs	0.00325011971148589	0.108427672955975	NA	IgD-CD27+	2017-02-14_PANEL 1_DHS_group one_F1635664_016.fcs	Bcells	1185	7936	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_11/gate_plots20.pdf	FALSE	FORTESSA	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_11/lymph.dev.FORTESSA.f.txt	Bcells	IgD- memory Bcells (CD27+)	IgD-CD27+_2017-02-14_PANEL 1_DHS_group one_F1635664_016.fcs	0.0044727952139204	0.149319556451613	NA	lymph.FORTESSA.f	0.040891883495638
2017-02-14_PANEL 1_DHS_group one_F1635664_016.fcsIgD+CD27-panel1BcellsFORTESSAnaive Bcells (CD27- IgD+)	IgD+CD27-	2017-02-14_PANEL 1_DHS_group one_F1635664_016.fcs	Bcells	4971	7950	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_12/gate_plots4.pdf	FALSE	FORTESSA	Bcells	naive Bcells (CD27- IgD+)	IgD+CD27-_2017-02-14_PANEL 1_DHS_group one_F1635664_016.fcs	0.0187428597283021	0.625283018867924	NA	IgD+CD27-	2017-02-14_PANEL 1_DHS_group one_F1635664_016.fcs	Bcells	4715	7936	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_11/gate_plots20.pdf	FALSE	FORTESSA	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_11/lymph.dev.FORTESSA.f.txt	Bcells	naive Bcells (CD27- IgD+)	IgD+CD27-_2017-02-14_PANEL 1_DHS_group one_F1635664_016.fcs	0.0177968180874554	0.594128024193548	NA	lymph.FORTESSA.f	0.031154994674376
2017-02-14_PANEL 1_DHS_group one_F1635664_016.fcsIgD+CD27+panel1BcellsFORTESSAIgD+ memory Bcells (CD27+)	IgD+CD27+	2017-02-14_PANEL 1_DHS_group one_F1635664_016.fcs	Bcells	1748	7950	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_12/gate_plots4.pdf	FALSE	FORTESSA	Bcells	IgD+ memory Bcells (CD27+)	IgD+CD27+_2017-02-14_PANEL 1_DHS_group one_F1635664_016.fcs	0.00659072999498531	0.219874213836478	NA	IgD+CD27+	2017-02-14_PANEL 1_DHS_group one_F1635664_016.fcs	Bcells	1431	7936	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_11/gate_plots20.pdf	FALSE	FORTESSA	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_11/lymph.dev.FORTESSA.f.txt	Bcells	IgD+ memory Bcells (CD27+)	IgD+CD27+_2017-02-14_PANEL 1_DHS_group one_F1635664_016.fcs	0.0054013248532659	0.180317540322581	NA	lymph.FORTESSA.f	0.039556673513897
2017-02-14_PANEL 1_DHS_group one_F1652952_023.fcsIgD+CD27-panel1BcellsFORTESSAnaive Bcells (CD27- IgD+)	IgD+CD27-	2017-02-14_PANEL 1_DHS_group one_F1652952_023.fcs	Bcells	5378	6546	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_12/gate_plots4.pdf	FALSE	FORTESSA	Bcells	naive Bcells (CD27- IgD+)	IgD+CD27-_2017-02-14_PANEL 1_DHS_group one_F1652952_023.fcs	0.0597323263175432	0.821570424686832	NA	IgD+CD27-	2017-02-14_PANEL 1_DHS_group one_F1652952_023.fcs	Bcells	5144	6564	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_11/gate_plots20.pdf	FALSE	FORTESSA	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_11/lymph.dev.FORTESSA.f.txt	Bcells	naive Bcells (CD27- IgD+)	IgD+CD27-_2017-02-14_PANEL 1_DHS_group one_F1652952_023.fcs	0.0570212388595752	0.783668494820232	NA	lymph.FORTESSA.f	0.0379019298665999
2017-02-17_PANEL 1_RR_Group one_HB_F1635571_001.fcsIgD+CD27-panel1BcellsLSRnaive Bcells (CD27- IgD+)	IgD+CD27-	2017-02-17_PANEL 1_RR_Group one_HB_F1635571_001.fcs	Bcells	2040	2944	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_12/gate_plots11.pdf	FALSE	LSR	Bcells	naive Bcells (CD27- IgD+)	IgD+CD27-_2017-02-17_PANEL 1_RR_Group one_HB_F1635571_001.fcs	0.0186897050874477	0.692934782608696	NA	IgD+CD27-	2017-02-17_PANEL 1_RR_Group one_HB_F1635571_001.fcs	Bcells	1934	2946	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_12/gate_plots1.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	Bcells	naive Bcells (CD27- IgD+)	IgD+CD27-_2017-02-17_PANEL 1_RR_Group one_HB_F1635571_001.fcs	0.0177231197822641	0.656483367277665	NA	lymph.LSR.f	0.036451415331031
2017-02-17_PANEL 1_RR_Group one_HB_F1652970_004.fcsIgD+CD27+panel1BcellsLSRIgD+ memory Bcells (CD27+)	IgD+CD27+	2017-02-17_PANEL 1_RR_Group one_HB_F1652970_004.fcs	Bcells	1	24	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_12/gate_plots11.pdf	FALSE	LSR	Bcells	IgD+ memory Bcells (CD27+)	IgD+CD27+_2017-02-17_PANEL 1_RR_Group one_HB_F1652970_004.fcs	0.00171232876712329	0.0416666666666667	NA	IgD+CD27+	2017-02-17_PANEL 1_RR_Group one_HB_F1652970_004.fcs	Bcells	2	26	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_12/gate_plots1.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	Bcells	IgD+ memory Bcells (CD27+)	IgD+CD27+_2017-02-17_PANEL 1_RR_Group one_HB_F1652970_004.fcs	0.00337837837837838	0.0769230769230769	NA	lymph.LSR.f	0.0352564102564102
2017-02-28_PANEL 1_DHS_Group one_F1638828_012.fcsIgD+CD27-panel1BcellsLSRnaive Bcells (CD27- IgD+)	IgD+CD27-	2017-02-28_PANEL 1_DHS_Group one_F1638828_012.fcs	Bcells	4	9	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_11/gate_plots11.pdf	FALSE	LSR	Bcells	naive Bcells (CD27- IgD+)	IgD+CD27-_2017-02-28_PANEL 1_DHS_Group one_F1638828_012.fcs	0.00526315789473684	0.444444444444444	NA	IgD+CD27-	2017-02-28_PANEL 1_DHS_Group one_F1638828_012.fcs	Bcells	4	8	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_11/gate_plots1.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	Bcells	naive Bcells (CD27- IgD+)	IgD+CD27-_2017-02-28_PANEL 1_DHS_Group one_F1638828_012.fcs	0.00528401585204756	0.5	NA	lymph.LSR.f	0.055555555555556
2017-02-28_PANEL 1_DHS_Group one_F1638828_012.fcsIgD+CD27+panel1BcellsLSRIgD+ memory Bcells (CD27+)	IgD+CD27+	2017-02-28_PANEL 1_DHS_Group one_F1638828_012.fcs	Bcells	5	9	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_11/gate_plots11.pdf	FALSE	LSR	Bcells	IgD+ memory Bcells (CD27+)	IgD+CD27+_2017-02-28_PANEL 1_DHS_Group one_F1638828_012.fcs	0.00657894736842105	0.555555555555556	NA	IgD+CD27+	2017-02-28_PANEL 1_DHS_Group one_F1638828_012.fcs	Bcells	4	8	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_11/gate_plots1.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	Bcells	IgD+ memory Bcells (CD27+)	IgD+CD27+_2017-02-28_PANEL 1_DHS_Group one_F1638828_012.fcs	0.00528401585204756	0.5	NA	lymph.LSR.f	0.055555555555556
2017-02-28_PANEL 1_DHS_Group one_F1638828_012.fcsSingletspanel1lymphLSRSingle Cells (FSC-H v FSC-W)	Singlets	2017-02-28_PANEL 1_DHS_Group one_F1638828_012.fcs	lymph	743	760	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_11/gate_plots11.pdf	FALSE	LSR	lymph	Single Cells (FSC-H v FSC-W)	Singlets_2017-02-28_PANEL 1_DHS_Group one_F1638828_012.fcs	0.977631578947368	0.977631578947368	NA	Singlets	2017-02-28_PANEL 1_DHS_Group one_F1638828_012.fcs	lymph	719	757	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_11/gate_plots1.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	lymph	Single Cells (FSC-H v FSC-W)	Singlets_2017-02-28_PANEL 1_DHS_Group one_F1638828_012.fcs	0.949801849405548	0.949801849405548	NA	lymph.LSR.f	0.0278297295418199
2017-03-13_PANEL 1_LSR_RR_Group two_F1633944_025.fcsIgD+CD27-panel1BcellsLSRnaive Bcells (CD27- IgD+)	IgD+CD27-	2017-03-13_PANEL 1_LSR_RR_Group two_F1633944_025.fcs	Bcells	5818	7328	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_10/gate_plots12.pdf	FALSE	LSR	Bcells	naive Bcells (CD27- IgD+)	IgD+CD27-_2017-03-13_PANEL 1_LSR_RR_Group two_F1633944_025.fcs	0.0273403540430171	0.793941048034934	NA	IgD+CD27-	2017-03-13_PANEL 1_LSR_RR_Group two_F1633944_025.fcs	Bcells	6215	7473	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_22/gate_plots15.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	Bcells	naive Bcells (CD27- IgD+)	IgD+CD27-_2017-03-13_PANEL 1_LSR_RR_Group two_F1633944_025.fcs	0.029175253376396	0.831660644988626	NA	lymph.LSR.f	0.037719596953692
2017-03-13_PANEL 1_LSR_RR_Group two_F1633945_027.fcsIgD+CD27-panel1BcellsLSRnaive Bcells (CD27- IgD+)	IgD+CD27-	2017-03-13_PANEL 1_LSR_RR_Group two_F1633945_027.fcs	Bcells	18860	22637	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_10/gate_plots12.pdf	FALSE	LSR	Bcells	naive Bcells (CD27- IgD+)	IgD+CD27-_2017-03-13_PANEL 1_LSR_RR_Group two_F1633945_027.fcs	0.0522672224100566	0.833149268896055	NA	IgD+CD27-	2017-03-13_PANEL 1_LSR_RR_Group two_F1633945_027.fcs	Bcells	11009	22666	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_10/gate_plots3.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	Bcells	naive Bcells (CD27- IgD+)	IgD+CD27-_2017-03-13_PANEL 1_LSR_RR_Group two_F1633945_027.fcs	0.0304770183515446	0.485705461925351	NA	lymph.LSR.f	0.347443806970704
2017-03-14_PANEL 1_FORTESSA_DHS_group one_F1638019_021.fcsSingletspanel1lymphFORTESSASingle Cells (FSC-H v FSC-W)	Singlets	2017-03-14_PANEL 1_FORTESSA_DHS_group one_F1638019_021.fcs	lymph	165302	166173	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_10/gate_plots13.pdf	FALSE	FORTESSA	lymph	Single Cells (FSC-H v FSC-W)	Singlets_2017-03-14_PANEL 1_FORTESSA_DHS_group one_F1638019_021.fcs	0.99475847460177	0.99475847460177	NA	Singlets	2017-03-14_PANEL 1_FORTESSA_DHS_group one_F1638019_021.fcs	lymph	161848	166571	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_10/gate_plots4.pdf	FALSE	FORTESSA	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_10/lymph.dev.FORTESSA.f.txt	lymph	Single Cells (FSC-H v FSC-W)	Singlets_2017-03-14_PANEL 1_FORTESSA_DHS_group one_F1638019_021.fcs	0.971645724645947	0.971645724645947	NA	lymph.FORTESSA.f	0.023112749955823
2017-03-14_PANEL 1_LSR_HB_Group two_F1637914_032.fcsSingletspanel1lymphLSRSingle Cells (FSC-H v FSC-W)	Singlets	2017-03-14_PANEL 1_LSR_HB_Group two_F1637914_032.fcs	lymph	164251	164772	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_10/gate_plots15.pdf	FALSE	LSR	lymph	Single Cells (FSC-H v FSC-W)	Singlets_2017-03-14_PANEL 1_LSR_HB_Group two_F1637914_032.fcs	0.996838055009346	0.996838055009346	NA	Singlets	2017-03-14_PANEL 1_LSR_HB_Group two_F1637914_032.fcs	lymph	161164	165127	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_10/gate_plots6.pdf	FALSE	LSR	/home/tsaim/lane0212/git/auto-fcs//explore/openCyto/lymph.dev.LSR.f.txt	lymph	Single Cells (FSC-H v FSC-W)	Singlets_2017-03-14_PANEL 1_LSR_HB_Group two_F1637914_032.fcs	0.976000290685351	0.976000290685351	NA	lymph.LSR.f	0.020837764323995
2017-03-20_PANEL 1_FORTESSA_HB_group two_ZF_F1638060_029.fcsBcellspanel1PE-A-FORTESSAB cells (CD3- CD19+)	Bcells	2017-03-20_PANEL 1_FORTESSA_HB_group two_ZF_F1638060_029.fcs	PE-A-	129	865	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_10/gate_plots21.pdf	FALSE	FORTESSA	PE-A-	B cells (CD3- CD19+)	Bcells_2017-03-20_PANEL 1_FORTESSA_HB_group two_ZF_F1638060_029.fcs	0.146258503401361	0.149132947976879	NA	Bcells	2017-03-20_PANEL 1_FORTESSA_HB_group two_ZF_F1638060_029.fcs	PE-A-	105	864	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_10/gate_plots12.pdf	FALSE	FORTESSA	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_10/lymph.dev.FORTESSA.f.txt	PE-A-	B cells (CD3- CD19+)	Bcells_2017-03-20_PANEL 1_FORTESSA_HB_group two_ZF_F1638060_029.fcs	0.119182746878547	0.121527777777778	NA	lymph.FORTESSA.f	0.027605170199101
2017-03-20_PANEL 1_FORTESSA_HB_group two_ZF_F1638060_029.fcsIgD+CD27-panel1BcellsFORTESSAnaive Bcells (CD27- IgD+)	IgD+CD27-	2017-03-20_PANEL 1_FORTESSA_HB_group two_ZF_F1638060_029.fcs	Bcells	86	129	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_10/gate_plots21.pdf	FALSE	FORTESSA	Bcells	naive Bcells (CD27- IgD+)	IgD+CD27-_2017-03-20_PANEL 1_FORTESSA_HB_group two_ZF_F1638060_029.fcs	0.0975056689342404	0.666666666666667	NA	IgD+CD27-	2017-03-20_PANEL 1_FORTESSA_HB_group two_ZF_F1638060_029.fcs	Bcells	79	105	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_10/gate_plots12.pdf	FALSE	FORTESSA	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_10/lymph.dev.FORTESSA.f.txt	Bcells	naive Bcells (CD27- IgD+)	IgD+CD27-_2017-03-20_PANEL 1_FORTESSA_HB_group two_ZF_F1638060_029.fcs	0.0896708286038592	0.752380952380952	NA	lymph.FORTESSA.f	0.0857142857142851
2017-03-31_PANEL 1_FORTESSA_RR_group one_F1642916_020.fcsSingletspanel1lymphFORTESSASingle Cells (FSC-H v FSC-W)	Singlets	2017-03-31_PANEL 1_FORTESSA_RR_group one_F1642916_020.fcs	lymph	193523	200066	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_10/gate_plots7.pdf	FALSE	FORTESSA	lymph	Single Cells (FSC-H v FSC-W)	Singlets_2017-03-31_PANEL 1_FORTESSA_RR_group one_F1642916_020.fcs	0.967295792388512	0.967295792388512	NA	Singlets	2017-03-31_PANEL 1_FORTESSA_RR_group one_F1642916_020.fcs	lymph	198714	201191	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_9/gate_plots25.pdf	FALSE	FORTESSA	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_9/lymph.dev.FORTESSA.f.txt	lymph	Single Cells (FSC-H v FSC-W)	Singlets_2017-03-31_PANEL 1_FORTESSA_RR_group one_F1642916_020.fcs	0.987688316077757	0.987688316077757	NA	lymph.FORTESSA.f	0.0203925236892449
2017-04-03_PANEL 1_FORTESSA_DHS_group two_F1642931_024.fcsIgD+CD27-panel1BcellsFORTESSAnaive Bcells (CD27- IgD+)	IgD+CD27-	2017-04-03_PANEL 1_FORTESSA_DHS_group two_F1642931_024.fcs	Bcells	5810	7582	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_17full//FULL/openCytoBatch_8/gate_plots16.pdf	FALSE	FORTESSA	Bcells	naive Bcells (CD27- IgD+)	IgD+CD27-_2017-04-03_PANEL 1_FORTESSA_DHS_group two_F1642931_024.fcs	0.0734829130093846	0.766288578211554	NA	IgD+CD27-	2017-04-03_PANEL 1_FORTESSA_DHS_group two_F1642931_024.fcs	Bcells	6092	7650	count	AUTOMATIC	FALSE	panel1	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_8/gate_plots9.pdf	FALSE	FORTESSA	/scratch.global/lanej/flow/full/results_r25_25full_SS_SubCD8_SCD14_Manuals//FULL/openCytoBatch_8/lymph.dev.FORTESSA.f.txt	Bcells	naive Bcells (CD27- IgD+)	IgD+CD27-_2017-04-03_PANEL 1_FORTESSA_DHS_group two_F1642931_024.fcs	0.0768464206874803	0.796339869281046	NA	lymph.FORTESSA.f	0.030051291069492
